연번,시도,시군구,기관명,주소,기관 대표전화,위수탁기간,시설유형구분,특화서비스,응급안전안심서비스,방문요양서비스,재가노인복지서비스,사회서비스원 소속,사회서비스형 노인일자리 파견 이용,위도,경도,주소2
262,경기도,남양주시,사회적협동조합 일과나눔 도우누리,"경기 남양주시 경춘로 997 (금곡동, 만복빌딩) 1층",031-559-3506,2022-01-01 ~ 2024-12-31 (3년),협동조합,해당없음,해당없음,해당,해당없음,해당없음,해당없음,37.63522078,127.2124058,경기 남양주시 경춘로 997  1층
263,경기도,동두천시,동두천시노인복지관,경기도 동두천시 동두천로 264,031-858-9918,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당없음,37.90156439,127.0549279,경기도 동두천시 동두천로 264
264,경기도,부천시,부천시원미노인복지관,"경기 부천시 원미구 부천로136번길 27 (원미동, 원미구청) 2층",032-322-2260,2023-01-01 ~ 2024-12-31 (2년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,37.49673391,126.7875099,경기 부천시 원미구 부천로136번길 27  2층
265,경기도,부천시,부천시소사노인복지관,"경기도 부천시 소사구 경인옛로73, 소사구청 3층",032-347-9534,2023-01-01 ~ 2024-12-31 (2년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.48004709,126.7999473,경기도 부천시 소사구 경인옛로73
266,경기도,부천시,부천시오정노인복지관,경기도 부천시 성오로 172 오정구청 지하1층,032-683-9290,2021-01-01 ~ 2024-12-31 (4년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당,37.52834682,126.7960266,경기도 부천시 성오로 172 오정구청 지하1층
267,경기도,부천시,상동종합사회복지관,"경기 부천시 석천로16번길 50 (상동, 상동어울마당)",032-652-0420,2023-01-01 ~ 2024-12-31 (2년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.4888931,126.7628441,경기 부천시 석천로16번길 50
268,경기도,부천시,경기부천나눔지역자활센터,"경기 부천시 소사구 경인로224번길 36 (심곡본동, 두레광장), 3층",032-719-9973,2023-01-01 ~ 2024-12-31 (2년),지역자활센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.48168596,126.779943,경기 부천시 소사구 경인로224번길 36
269,경기도,부천시,고강종합사회복지관,"경기 부천시 고리울로 79 (고강동, 고강본주민지원센터)",032-677-9090,2024-01-01 ~ 2025-12-31 (2년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.52705487,126.8248156,경기 부천시 고리울로 79
270,경기도,성남시,수정노인종합복지관,경기도 성남시 수정구 수정남로268번길 28(산성동2178),031-731-3393,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당,37.45094425,127.1529606,경기도 성남시 수정구 수정남로268번길 28
271,경기도,성남시,수정중앙노인종합복지관,경기도 성남시 수정구 성남대로 1480번길 38,031-752-3366,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.46150273,127.1304459,경기도 성남시 수정구 성남대로 1480번길 38
272,경기도,성남시,판교노인종합복지관,경기도 성남시 분당구 판교역로99(백현동),031-620-2810,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,37.39022562,127.1086124,경기도 성남시 분당구 판교역로99
273,경기도,성남시,성남시독거노인종합지원센터,"경기도 성남시 분당구 야탑로205번길 26, 성남시니어산업혁신센터 219호",031-728-9900,2023-01-01 ~ 2025-12-31 (3년),지방자치단체 사회복지시설,해당,해당,해당없음,해당없음,해당없음,해당없음,37.41068957,127.1429492,경기도 성남시 분당구 야탑로205번길 26
274,경기도,성남시,태평4동복지회관,"경기 성남시 수정구 공원로409번길 11 (태평동, 태평4동 다목적 복지 회관)",031-751-2993,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.44653246,127.1430938,경기 성남시 수정구 공원로409번길 11
275,경기도,성남시,중원노인종합복지관,"경기 성남시 중원구 제일로35번길 51 (성남동, 중원노인종합복지관)",031-751-7450,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.4320359,127.1315782,경기 성남시 중원구 제일로35번길 51
276,경기도,성남시,황송노인종합복지관,경기 성남시 중원구 금상로 132 (상대원동),031-731-5520,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.44163997,127.1691404,경기 성남시 중원구 금상로 132
277,경기도,성남시,분당노인종합복지관,"경기 성남시 분당구 불정로 50 (정자동, 분당노인종합복지관, 주택전시관)",031-785-9200,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.35760272,127.1125084,경기 성남시 분당구 불정로 50
278,경기도,수원시,밤밭노인복지관,"경기도 수원시 장안구 상률로 53, 밤밭노인복지관",031-271-8859,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.30638504,126.9721083,경기도 수원시 장안구 상률로 53
279,경기도,수원시,SK청솔노인복지관,경기도 수원시 장안구 장안로 174(SK청솔노인복지관),031-257-6811,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당,해당없음,해당,해당없음,해당없음,37.29901485,126.9975663,경기도 수원시 장안구 장안로 174
280,경기도,수원시,버드내노인복지관,경기도 수원시 권선구 권선로 564번길 36,031-898-6544,2024-01-01 ~ 2024-12-31 (1년),노인여가복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,37.26112824,127.0120752,경기도 수원시 권선구 권선로 564번길 36
281,경기도,수원시,서호노인복지관,경기도 수원시 권선구 구운로4번길 34,031-291-0911,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당없음,해당,해당,해당없음,해당,37.27786293,126.9770254,경기도 수원시 권선구 구운로4번길 34
282,경기도,수원시,능실종합사회복지관,"경기도 수원시 권선구 호매실로 166번길 10,능실마을 22단지 내",031-291-8475,2022-01-01 ~ 2024-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.2584856,126.9580288,경기도 수원시 권선구 호매실로 166번길 10
283,경기도,수원시,팔달노인복지관,경기도 수원시 팔달구 수원천로343(북수동),031-248-3800,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,37.28394986,127.0173816,경기도 수원시 팔달구 수원천로343
284,경기도,수원시,수원재가노인지원서비스센터,경기 수원시 팔달구 월드컵로345번길 2 (우만동) 2층,031-309-9481,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,37.28859387,127.0318431,경기 수원시 팔달구 월드컵로345번길 2  2층
285,경기도,수원시,광교노인복지관,경기도 수원시 영통구 센트럴타운로22,031-8006-7400,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,37.28967923,127.0567413,경기도 수원시 영통구 센트럴타운로22
286,경기도,수원시,영통종합사회복지관,"경기 수원시 영통구 반달로 45 (영통동, 영통종합사회복지관) 2층 청명동 노인맞춤돌봄",031-201-8300,2022-01-01 ~ 2024-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.25070116,127.0771809,경기 수원시 영통구 반달로 45  2층 청명동 노인맞춤돌봄
287,경기도,수원시,효경의손길 재가노인지원서비스센터,경기 수원시 장안구 경수대로754번길 26-17 (연무동),031-253-0070,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,37.291576,127.0239736,경기 수원시 장안구 경수대로754번길 26-17
288,경기도,시흥시,시흥재가노인통합지원센터,"경기도 시흥시 오동마을로6번안길 34, 4층 (정왕동,금강빌딩)",031-431-0137,2024-01-01 ~ 2028-12-31 (5년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,37.35144024,126.7455715,경기도 시흥시 오동마을로6번안길 34
289,경기도,시흥시,거모종합사회복지관,경기도 시흥시 군자로 466번길 37(3층),031-493-6347,2024-01-01 ~ 2026-12-31 (3년),사회복지관,해당,해당,해당없음,해당없음,해당없음,해당없음,37.34486315,126.7813269,경기도 시흥시 군자로 466번길 37
290,경기도,시흥시,함현상생종합사회복지관,경기도 시흥시 함송로 29번길 67,031-434-8040,2024-01-01 ~ 2026-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.3642636,126.7375166,경기도 시흥시 함송로 29번길 67
291,경기도,시흥시,작은자리종합사회복지관,경기 시흥시 시흥대로 1087 (신천동),031-313-6249,2024-03-01 ~ 2026-12-31 (3년),사회복지관,해당,해당없음,해당없음,해당없음,해당없음,해당없음,37.4329363,126.7927972,경기 시흥시 시흥대로 1087
292,경기도,안산시,상록구노인복지관,경기도 안산시 상록구 고잔로 162 성어공원 내 본관,031-414-2271,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,37.31847573,126.8443101,경기도 안산시 상록구 고잔로 162 성어공원 내 본관
293,경기도,안산시,동산노인복지관,경기도 안산시 상록구 석호공원로 8,031-400-8777,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,37.30147842,126.8506644,경기도 안산시 상록구 석호공원로 8
294,경기도,안산시,사회적협동조합양지돌봄,"경기 안산시 단원구 인현중앙길 29 (고잔동, 삼두빌라) 203-2호",031-362-5082,2022-01-01 ~ 2024-12-31 (3년),협동조합,해당없음,해당없음,해당,해당,해당없음,해당없음,37.3240921,126.8204198,경기 안산시 단원구 인현중앙길 29  203-2호
295,경기도,안산시,부곡종합사회복지관,경기도 안산시 상록구 성호로 303,031-417-3677,2022-01-01 ~ 2024-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.3301502,126.8589195,경기도 안산시 상록구 성호로 303
296,경기도,안산시,안산시와동종합사회복지관,경기도 안산시 단원구 와동로 118,031-475-4321,2020-01-01 ~ 2023-12-31 (4년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.34059475,126.8272647,경기도 안산시 단원구 와동로 118
297,경기도,안산시,단원구노인복지관,경기도 안산시 단원구 선부광장1로 134,031-405-1188,2020-01-01 ~ 2024-12-31 (5년),노인여가복지시설,해당,해당없음,해당없음,해당,해당없음,해당,37.33605309,126.8124486,경기도 안산시 단원구 선부광장1로 134
298,경기도,안산시,안산시초지종합사회복지관,경기도 안산시 단원구 원초로76,031-410-2151,2022-01-01 ~ 2024-12-31 (3년),사회복지관,해당없음,해당,해당없음,해당,해당없음,해당없음,37.32622623,126.8059602,경기도 안산시 단원구 원초로76
299,경기도,안성시,안성시노인복지관,경기도 안성시 장기로 109,031-674-0794,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당없음,37.00690262,127.2662286,경기도 안성시 장기로 109
300,경기도,안성시,파라밀노인복지센터,경기도 안성시 죽산면 녹배길 135 1층 보은당,031-677-3477,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.06596989,127.3889016,경기도 안성시 죽산면 녹배길 135 1층 보은당
301,경기도,안양시,안양시만안종합사회복지관,경기도 안양시 만안구 박달로 547-1,031-464-9701,2024-01-01 ~ 2025-12-31 (2년),사회복지관,해당,해당없음,해당없음,해당없음,해당없음,해당없음,37.40216127,126.8971214,경기도 안양시 만안구 박달로 547-1
302,경기도,안양시,율목종합사회복지관,경기도 안양시 만안구 병목안로 130번길 166,031-466-9125,2024-12-31 ~ 2025-12-31 (2년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.39312296,126.9084325,경기도 안양시 만안구 병목안로 130번길 166
303,경기도,안양시,성결재가노인지원서비스센터,경기도 안양시 동안구 경수대로 938 6층,031-425-6828,2022-01-01 ~ 2025-12-31 (4년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,37.39911262,126.9330804,경기도 안양시 동안구 경수대로 938 6층
304,경기도,안양시,안양시노인종합복지관,경기도 안양시 동안구 경수대로 665번길 74-30,031-455-0551,2024-01-01 ~ 2025-12-31 (2년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,37.37991239,126.9509472,경기도 안양시 동안구 경수대로 665번길 74-30
