연번,시도,시군구,기관명,주소,기관 대표전화,위수탁기간,시설유형구분,특화서비스,응급안전안심서비스,방문요양서비스,재가노인복지서비스,사회서비스원 소속,사회서비스형 노인일자리 파견 이용,위도,경도
277,경기도,성남시,분당노인종합복지관,"경기 성남시 분당구 불정로 50 (정자동, 분당노인종합복지관, 주택전시관)",031-785-9200,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
278,경기도,수원시,밤밭노인복지관,"경기도 수원시 장안구 상률로 53, 밤밭노인복지관",031-271-8859,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
279,경기도,수원시,SK청솔노인복지관,경기도 수원시 장안구 장안로 174(SK청솔노인복지관),031-257-6811,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당,해당없음,해당,해당없음,해당없음,37.29901485,126.9975663
280,경기도,수원시,버드내노인복지관,경기도 수원시 권선구 권선로 564번길 36,031-898-6544,2024-01-01 ~ 2024-12-31 (1년),노인여가복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,,
281,경기도,수원시,서호노인복지관,경기도 수원시 권선구 구운로4번길 34,031-291-0911,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당없음,해당,해당,해당없음,해당,37.27786293,126.9770254
282,경기도,수원시,능실종합사회복지관,"경기도 수원시 권선구 호매실로 166번길 10,능실마을 22단지 내",031-291-8475,2022-01-01 ~ 2024-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
283,경기도,수원시,팔달노인복지관,경기도 수원시 팔달구 수원천로343(북수동),031-248-3800,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,,
284,경기도,수원시,수원재가노인지원서비스센터,경기 수원시 팔달구 월드컵로345번길 2 (우만동) 2층,031-309-9481,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,,
285,경기도,수원시,광교노인복지관,경기도 수원시 영통구 센트럴타운로22,031-8006-7400,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,,
286,경기도,수원시,영통종합사회복지관,"경기 수원시 영통구 반달로 45 (영통동, 영통종합사회복지관) 2층 청명동 노인맞춤돌봄",031-201-8300,2022-01-01 ~ 2024-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
287,경기도,수원시,효경의손길 재가노인지원서비스센터,경기 수원시 장안구 경수대로754번길 26-17 (연무동),031-253-0070,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
288,경기도,시흥시,시흥재가노인통합지원센터,"경기도 시흥시 오동마을로6번안길 34, 4층 (정왕동,금강빌딩)",031-431-0137,2024-01-01 ~ 2028-12-31 (5년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
289,경기도,시흥시,거모종합사회복지관,경기도 시흥시 군자로 466번길 37(3층),031-493-6347,2024-01-01 ~ 2026-12-31 (3년),사회복지관,해당,해당,해당없음,해당없음,해당없음,해당없음,,
290,경기도,시흥시,함현상생종합사회복지관,경기도 시흥시 함송로 29번길 67,031-434-8040,2024-01-01 ~ 2026-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
291,경기도,시흥시,작은자리종합사회복지관,경기 시흥시 시흥대로 1087 (신천동),031-313-6249,2024-03-01 ~ 2026-12-31 (3년),사회복지관,해당,해당없음,해당없음,해당없음,해당없음,해당없음,,
292,경기도,안산시,상록구노인복지관,경기도 안산시 상록구 고잔로 162 성어공원 내 본관,031-414-2271,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
293,경기도,안산시,동산노인복지관,경기도 안산시 상록구 석호공원로 8,031-400-8777,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,37.30147842,126.8506644
294,경기도,안산시,사회적협동조합양지돌봄,"경기 안산시 단원구 인현중앙길 29 (고잔동, 삼두빌라) 203-2호",031-362-5082,2022-01-01 ~ 2024-12-31 (3년),협동조합,해당없음,해당없음,해당,해당,해당없음,해당없음,,
295,경기도,안산시,부곡종합사회복지관,경기도 안산시 상록구 성호로 303,031-417-3677,2022-01-01 ~ 2024-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.3301502,126.8589195
296,경기도,안산시,안산시와동종합사회복지관,경기도 안산시 단원구 와동로 118,031-475-4321,2020-01-01 ~ 2023-12-31 (4년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.34059475,126.8272647
297,경기도,안산시,단원구노인복지관,경기도 안산시 단원구 선부광장1로 134,031-405-1188,2020-01-01 ~ 2024-12-31 (5년),노인여가복지시설,해당,해당없음,해당없음,해당,해당없음,해당,37.33605309,126.8124486
298,경기도,안산시,안산시초지종합사회복지관,경기도 안산시 단원구 원초로76,031-410-2151,2022-01-01 ~ 2024-12-31 (3년),사회복지관,해당없음,해당,해당없음,해당,해당없음,해당없음,,
299,경기도,안성시,안성시노인복지관,경기도 안성시 장기로 109,031-674-0794,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당없음,37.00690262,127.2662286
300,경기도,안성시,파라밀노인복지센터,경기도 안성시 죽산면 녹배길 135 1층 보은당,031-677-3477,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
301,경기도,안양시,안양시만안종합사회복지관,경기도 안양시 만안구 박달로 547-1,031-464-9701,2024-01-01 ~ 2025-12-31 (2년),사회복지관,해당,해당없음,해당없음,해당없음,해당없음,해당없음,37.40216127,126.8971214
302,경기도,안양시,율목종합사회복지관,경기도 안양시 만안구 병목안로 130번길 166,031-466-9125,2024-12-31 ~ 2025-12-31 (2년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
303,경기도,안양시,성결재가노인지원서비스센터,경기도 안양시 동안구 경수대로 938 6층,031-425-6828,2022-01-01 ~ 2025-12-31 (4년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,,
304,경기도,안양시,안양시노인종합복지관,경기도 안양시 동안구 경수대로 665번길 74-30,031-455-0551,2024-01-01 ~ 2025-12-31 (2년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,,
305,경기도,양주시,열린노인복지센터,"경기도 양주시 백석읍 고릉말로 26, 열린노인복지센터(2층",031-829-2091,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,,
306,경기도,양주시,양주시 회천노인복지관,"경기 양주시 화합로1426번길 90 (덕정동, 양주체육복지센터) 4충 양주시회천노인복지관",031-859-9081,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당,,
307,경기도,양주시,양주시 희망노인복지관,경기 양주시 삼숭로58번길 108-47 (삼숭동) 다울림센터 A동 1층,031-848-6500,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,,
308,경기도,양평군,양평군가족센터,경기 양평군 양평읍 중앙로 111번길 34-19 양평행복플러스센터2층,031-775-5951,2023-01-01 ~ 2025-12-31 (3년),다문화가족지원센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
309,경기도,양평군,양평군노인복지관,경기도 양평군 양평대교길4번길 5,031-775-8061,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,37.48792114,127.4913841
310,경기도,여주시,여주시노인복지관,경기도 여주시 여흥로 160번길 27,031-881-0050,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당,해당없음,해당,해당없음,해당,,
311,경기도,여주시,강북권역 노인맞춤돌봄서비스센터,"경기도 여주시 세종로 319-1, 3층",031-883-9101,2020-01-01 ~ 2024-12-31 (5년),노인맞춤돌봄전담시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,,
312,경기도,여주시,금사권역 노인맞춤돌봄서비스센터,"경기도 여주시 대신면 여양로 1980, 3층",031-883-9105,2023-01-01 ~ 2025-12-31 (3년),노인맞춤돌봄전담시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
313,경기도,여주시,가남반석재가노인지원서비스센터,경기도 여주시 은봉길 116-29,031-884-8359,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
314,경기도,연천군,연천군노인복지관,경기도 연천군 연천읍 문화로 108번길 11 연천군노인복지관,031-834-6080,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,,
315,경기도,오산시,오산의료소비자생활협동조합,"경기도 오산시 청학로95, 대아빌딩302호(궐동,대아빌딩)",031-378-3640,2020-01-01 ~ 2024-12-31 (5년),협동조합,해당없음,해당,해당없음,해당없음,해당없음,해당없음,,
316,경기도,오산시,오산종합사회복지관,경기도 오산시 현충로104,031-378-2740,2020-01-01 ~ 2024-12-31 (5년),사회복지관,해당없음,해당,해당없음,해당없음,해당없음,해당없음,,
317,경기도,용인시,인보노인복지센터,경기도 용인시 처인구 포곡읍 백옥대로 1832번길 50,031-339-9146,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,,
318,경기도,용인시,용인대학교 글로벌사회공헌원,경기도 용인시 처인구 용인대학로 134 용인대학교 글로벌사회공헌원 (중앙도서관 신관 4층),031-8020-3394,2024-01-01 ~ 2026-12-31 (3년),학교,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
319,경기도,용인시,용인시처인노인복지관,경기도 용인시 처인구 중부대로 1199 문화복지행정타운 내 용인시처인노인복지관,031-334-9301,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당없음,,
320,경기도,용인시,용인시기흥노인복지관,경기도 용인시 기흥구 산양로 71(신갈동),031-284-8852,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,,
321,경기도,용인시,사회적협동조합 용인도우누리,"경기도 용인시 기흥구 동백중앙로 191, 201호(중동, 씨티프라자 2층)",031-8067-8036,2024-01-01 ~ 2026-12-31 (3년),협동조합,해당없음,해당없음,해당,해당없음,해당없음,해당없음,,
322,경기도,용인시,루터대학교용인노인복지센터,경기도 용인시 기흥구 금화로82번길20 루터대학교 용인노인복지센터,031-283-6336,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
323,경기도,용인시,구성농협재가노인복지센터,"경기도 용인시 기흥구 구성로 40, 구성농협 2층",031-8005-1922,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당없음,해당없음,해당없음,,
324,경기도,용인시,(사)여럿이함께,"경기 용인시 수지구 죽전로 150 (죽전동, 단대프라자3) 4층, 403호 (사)여럿이함께 노인맞춤돌봄서비스",031-283-0873,2024-01-01 ~ 2026-12-31 (3년),법인,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
325,경기도,용인시,용인시수지노인복지관,"경기도 용인시 수지구 포은대로 435, 수지복지센터 2층 통합사무실",031-270-0000,2024-01-01 ~ 2026-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,,
326,경기도,의왕시,아름채노인복지관,경기도 의왕시 문화공원로 47,031-427-0580,2023-01-01 ~ 2025-12-31 (6년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당없음,37.3424369,126.9720742
327,경기도,의왕시,사랑채노인복지관,경기도 의왕시 복지로109 의왕시사랑채노인복지관 2층 종합사무실,031-425-3676,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,,
328,경기도,의정부시,신곡노인종합복지관,경기도 의정부시 금신로297번길 38,031-840-5300,2023-01-01 ~ 2024-12-31 (2년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,37.74333032,127.0639156
329,경기도,의정부시,송산노인종합복지관,경기도 의정부시 용민로 99,031-852-2595,2024-01-01 ~ 2025-12-31 (2년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당없음,37.75584638,127.1097485
